StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
QLD,302,Longman,55951,Kallangur West (Longman),268,42.14,368,57.86,636,1.27
QLD,302,Longman,31486,Morayfield,732,42.17,1004,57.83,1736,2.69
QLD,302,Longman,11997,Morayfield East,875,42.83,1168,57.17,2043,8.43
QLD,302,Longman,83254,Morayfield PPVC,6757,55.06,5514,44.94,12271,6.23
QLD,302,Longman,32501,Morayfield West,862,46.12,1007,53.88,1869,6.93
QLD,302,Longman,5499,Mount Mee,146,62.66,87,37.34,233,-1.95
QLD,302,Longman,5502,Narangba,741,50.37,730,49.63,1471,2.74
QLD,302,Longman,32502,Narangba Valley,1002,52.46,908,47.54,1910,6.35
QLD,302,Longman,83267,Narangba West,732,54.26,617,45.74,1349,7.77
QLD,302,Longman,5503,Ningi,717,51.21,683,48.79,1400,0.1
QLD,302,Longman,64728,North Lakes LONGMAN PPVC,708,53.07,626,46.93,1334,-0.97
QLD,302,Longman,58493,Sandstone Point,642,56.17,501,43.83,1143,3.99
QLD,302,Longman,32660,Special Hospital Team 1,158,57.25,118,42.75,276,0.22
QLD,302,Longman,32662,Special Hospital Team 2,146,51.96,135,48.04,281,-5.13
QLD,302,Longman,97453,Special Hospital Team 3,255,54.49,213,45.51,468,-2.78
QLD,302,Longman,5514,Toorbul,254,59.76,171,40.24,425,6.76
QLD,302,Longman,58546,Upper Caboolture,269,58.35,192,41.65,461,-2.27
QLD,302,Longman,5517,Wamuran,834,60.96,534,39.04,1368,2.83
QLD,302,Longman,5519,Woodford,1162,59.65,786,40.35,1948,6.16
QLD,302,Longman,5520,Woorim,266,53.31,233,46.69,499,2.1
QLD,170,Maranoa,6430,Allora,0,0,0,0,0,0
QLD,170,Maranoa,5805,Alpha,0,0,0,0,0,0
QLD,170,Maranoa,6106,Amiens,0,0,0,0,0,0
QLD,170,Maranoa,6108,Applethorpe,0,0,0,0,0,0
QLD,170,Maranoa,5806,Aramac,0,0,0,0,0,0
QLD,170,Maranoa,6109,Augathella,0,0,0,0,0,0
QLD,170,Maranoa,6110,Ballandean,0,0,0,0,0,0
QLD,170,Maranoa,5809,Barcaldine,0,0,0,0,0,0
QLD,170,Maranoa,6112,Bell,0,0,0,0,0,0
QLD,170,Maranoa,5811,Blackall,0,0,0,0,0,0
QLD,170,Maranoa,46697,Blackall PPVC,0,0,0,0,0,0
QLD,170,Maranoa,5461,Blackbutt,0,0,0,0,0,0
QLD,170,Maranoa,65633,BLV Maranoa PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6116,Bollon,0,0,0,0,0,0
QLD,170,Maranoa,6120,Brigalow,0,0,0,0,0,0
QLD,170,Maranoa,6122,Broadwater Crossing,0,0,0,0,0,0
QLD,170,Maranoa,6129,Cecil Plains,0,0,0,0,0,0
QLD,170,Maranoa,6130,Charleville,0,0,0,0,0,0
QLD,170,Maranoa,6131,Charleville North,0,0,0,0,0,0
QLD,170,Maranoa,58598,Charleville PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6132,Chinchilla,0,0,0,0,0,0
QLD,170,Maranoa,6133,Chinchilla North,0,0,0,0,0,0
QLD,170,Maranoa,47713,Chinchilla PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6436,Clifton,0,0,0,0,0,0
QLD,170,Maranoa,6135,Condamine,0,0,0,0,0,0
QLD,170,Maranoa,6553,Coolabunia,0,0,0,0,0,0
QLD,170,Maranoa,5470,Cooyar,0,0,0,0,0,0
QLD,170,Maranoa,5471,Crows Nest,0,0,0,0,0,0
QLD,170,Maranoa,6139,Cunnamulla,0,0,0,0,0,0
QLD,170,Maranoa,58599,Cunnamulla PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6142,Dalby,0,0,0,0,0,0
QLD,170,Maranoa,6144,Dalby North,0,0,0,0,0,0
QLD,170,Maranoa,58603,Dalby PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6145,Dalby South,0,0,0,0,0,0
QLD,170,Maranoa,6248,Dalby West,0,0,0,0,0,0
QLD,170,Maranoa,6440,Dalveen,0,0,0,0,0,0
QLD,170,Maranoa,6147,Dirranbandi,0,0,0,0,0,0
QLD,170,Maranoa,30161,Divisional Office (PREPOLL),0,0,0,0,0,0
QLD,170,Maranoa,6148,Drillham,0,0,0,0,0,0
QLD,170,Maranoa,6150,Dulacca,0,0,0,0,0,0
QLD,170,Maranoa,31634,Eukey,0,0,0,0,0,0
QLD,170,Maranoa,6158,Glen Aplin,0,0,0,0,0,0
QLD,170,Maranoa,6444,Goomburra,0,0,0,0,0,0
QLD,170,Maranoa,6161,Goondiwindi,0,0,0,0,0,0
QLD,170,Maranoa,32629,Goondiwindi PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6163,Goondiwindi West,0,0,0,0,0,0
QLD,170,Maranoa,6166,Haden,0,0,0,0,0,0
QLD,170,Maranoa,5845,Ilfracombe,0,0,0,0,0,0
QLD,170,Maranoa,6173,Inglewood,0,0,0,0,0,0
QLD,170,Maranoa,6174,Injune,0,0,0,0,0,0
QLD,170,Maranoa,6582,Inverlaw,0,0,0,0,0,0
QLD,170,Maranoa,6176,Jandowae,0,0,0,0,0,0
QLD,170,Maranoa,5851,Jericho,0,0,0,0,0,0
QLD,170,Maranoa,6177,Jimbour,0,0,0,0,0,0
QLD,170,Maranoa,6180,Kaimkillenbun,0,0,0,0,0,0
QLD,170,Maranoa,6453,Killarney,0,0,0,0,0,0
QLD,170,Maranoa,6588,Kingaroy,0,0,0,0,0,0
QLD,170,Maranoa,38266,Kingaroy East,0,0,0,0,0,0
QLD,170,Maranoa,46657,Kingaroy PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6184,Kogan,0,0,0,0,0,0
QLD,170,Maranoa,6593,Kumbia,0,0,0,0,0,0
QLD,170,Maranoa,6455,Leyburn,0,0,0,0,0,0
QLD,170,Maranoa,5861,Longreach,0,0,0,0,0,0
QLD,170,Maranoa,32702,Longreach PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6188,Macalister,0,0,0,0,0,0
QLD,170,Maranoa,6597,Maidenwell,0,0,0,0,0,0
QLD,170,Maranoa,6462,Maryvale,0,0,0,0,0,0
QLD,170,Maranoa,6463,Massie,0,0,0,0,0,0
QLD,170,Maranoa,6190,Meandarra,0,0,0,0,0,0
QLD,170,Maranoa,6191,Miles,0,0,0,0,0,0
QLD,170,Maranoa,46661,Miles PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6193,Millmerran,0,0,0,0,0,0
QLD,170,Maranoa,6194,Mitchell,0,0,0,0,0,0
QLD,170,Maranoa,58602,Mitchell PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6195,Moonie,0,0,0,0,0,0
QLD,170,Maranoa,6196,Morven,0,0,0,0,0,0
QLD,170,Maranoa,6200,Mungindi,0,0,0,0,0,0
QLD,170,Maranoa,6465,Murrays Bridge,0,0,0,0,0,0
QLD,170,Maranoa,6608,Nanango,0,0,0,0,0,0
QLD,170,Maranoa,47710,Nanango East,0,0,0,0,0,0
QLD,170,Maranoa,58600,Nanango PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6467,Nobby,0,0,0,0,0,0
QLD,170,Maranoa,5505,Perseverance,0,0,0,0,0,0
QLD,170,Maranoa,6470,Pilton,0,0,0,0,0,0
QLD,170,Maranoa,6471,Pratten,0,0,0,0,0,0
QLD,170,Maranoa,6205,Quilpie,0,0,0,0,0,0
QLD,170,Maranoa,6209,Roma,0,0,0,0,0,0
QLD,170,Maranoa,47712,Roma PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6208,Roma South,0,0,0,0,0,0
QLD,170,Maranoa,32630,Special Hospital Team 1,0,0,0,0,0,0
QLD,170,Maranoa,32631,Special Hospital Team 2,0,0,0,0,0,0
QLD,170,Maranoa,32632,Special Hospital Team 3,0,0,0,0,0,0
QLD,170,Maranoa,32633,Special Hospital Team 4,0,0,0,0,0,0
QLD,170,Maranoa,46362,Special Hospital Team 5,0,0,0,0,0,0
QLD,170,Maranoa,46363,Special Hospital Team 6,0,0,0,0,0,0
QLD,170,Maranoa,6214,St George,0,0,0,0,0,0
QLD,170,Maranoa,46666,St George PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6220,Stanthorpe,0,0,0,0,0,0
QLD,170,Maranoa,46658,Stanthorpe PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6221,Stanthorpe West,0,0,0,0,0,0
QLD,170,Maranoa,6223,Surat,0,0,0,0,0,0
QLD,170,Maranoa,6623,Taabinga,0,0,0,0,0,0
QLD,170,Maranoa,6224,Talwood,0,0,0,0,0,0
QLD,170,Maranoa,6225,Tambo,0,0,0,0,0,0
QLD,170,Maranoa,6226,Tara,0,0,0,0,0,0
QLD,170,Maranoa,6228,Texas,0,0,0,0,0,0
QLD,170,Maranoa,6229,Thallon,0,0,0,0,0,0
QLD,170,Maranoa,6230,Thargomindah,0,0,0,0,0,0
QLD,170,Maranoa,6231,The Gums,0,0,0,0,0,0
QLD,170,Maranoa,6232,The Summit,0,0,0,0,0,0
QLD,170,Maranoa,6233,Toobeah,0,0,0,0,0,0
QLD,170,Maranoa,6235,Wallangarra,0,0,0,0,0,0
QLD,170,Maranoa,6236,Wallumbilla,0,0,0,0,0,0
QLD,170,Maranoa,6237,Wandoan,0,0,0,0,0,0
QLD,170,Maranoa,6238,Warra,0,0,0,0,0,0
QLD,170,Maranoa,6482,Warwick,0,0,0,0,0,0
QLD,170,Maranoa,6483,Warwick East,0,0,0,0,0,0
QLD,170,Maranoa,32628,Warwick PPVC,0,0,0,0,0,0
QLD,170,Maranoa,6484,Warwick South,0,0,0,0,0,0
QLD,170,Maranoa,6485,Warwick West,0,0,0,0,0,0
QLD,170,Maranoa,5906,Winton,0,0,0,0,0,0
QLD,170,Maranoa,46710,Winton PPVC,0,0,0,0,0,0
QLD,170,Maranoa,47711,Wooroolin,0,0,0,0,0,0
QLD,170,Maranoa,6488,Yangan,0,0,0,0,0,0
QLD,170,Maranoa,5521,Yarraman,0,0,0,0,0,0
QLD,170,Maranoa,6246,Yelarbon,0,0,0,0,0,0
QLD,170,Maranoa,6247,Yuleba,0,0,0,0,0,0
QLD,171,McPherson,65487,BLV McPherson PPVC,0,0,0,0,0,-69.23
QLD,171,McPherson,55961,Bonogin (McPherson),224,70.89,92,29.11,316,5.02
QLD,171,McPherson,6064,Burleigh Heads (McPherson),1277,58.31,913,41.69,2190,-0.54
QLD,171,McPherson,32572,Burleigh Heads MCPHERSON PPVC,6146,65.7,3208,34.3,9354,-0.23
QLD,171,McPherson,83360,Burleigh North (McPherson),271,61.31,171,38.69,442,2.54
QLD,171,McPherson,6067,Burleigh Waters,1212,59.68,819,40.32,2031,0.66
QLD,171,McPherson,6072,Coolangatta,410,59.33,281,40.67,691,-4
QLD,171,McPherson,6073,Currumbin,770,51.85,715,48.15,1485,-1.83
QLD,171,McPherson,6074,Currumbin Valley,261,55.41,210,44.59,471,-6
QLD,171,McPherson,31442,Currumbin Waters,1118,57.93,812,42.07,1930,0.93
QLD,171,McPherson,30162,Divisional Office (PREPOLL),167,66.27,85,33.73,252,6.79
QLD,171,McPherson,6075,Elanora,875,57.83,638,42.17,1513,-0.13
QLD,171,McPherson,12023,Elanora West,996,56.88,755,43.12,1751,0.69
QLD,171,McPherson,6081,Kirra,617,48.39,658,51.61,1275,-1.57
QLD,171,McPherson,6084,Mermaid Waters (McPherson),113,54.59,94,45.41,207,-14.91
QLD,171,McPherson,58845,Mermaid Waters MCPHERSON PPVC,1136,69.31,503,30.69,1639,0.09
QLD,171,McPherson,6086,Merrimac (McPherson),995,63.3,577,36.7,1572,-1.69
QLD,171,McPherson,37744,Merrimac East (McPherson),232,73.89,82,26.11,314,-0.49
QLD,171,McPherson,37743,Miami West (McPherson),164,56.55,126,43.45,290,-5.01
QLD,171,McPherson,6090,Mudgeeraba (McPherson),244,60.55,159,39.45,403,-6.48
QLD,171,McPherson,83375,Palm Beach,564,56.01,443,43.99,1007,-0.38
QLD,171,McPherson,6095,Palm Beach North,1058,58.26,758,41.74,1816,0.59
QLD,171,McPherson,6096,Palm Beach South,934,52.3,852,47.7,1786,1.26
QLD,171,McPherson,32522,Reedy Creek,1324,66.73,660,33.27,1984,0.29
QLD,171,McPherson,83403,Reedy Creek South,419,68.02,197,31.98,616,1.54
QLD,171,McPherson,6097,Robina,1574,66.44,795,33.56,2369,0
QLD,171,McPherson,58823,Robina MCPHERSON PPVC,8549,66.66,4275,33.34,12824,0.18
QLD,171,McPherson,83383,Robina North (McPherson),417,69.85,180,30.15,597,3.87
QLD,171,McPherson,33996,Robina West,1074,62.3,650,37.7,1724,0.08
QLD,171,McPherson,47725,Southern Gold Coast PPVC,5291,61.99,3244,38.01,8535,-0.76
QLD,171,McPherson,58704,Southport MCPHERSON PPVC,334,63.26,194,36.74,528,4.18
QLD,171,McPherson,32570,Special Hospital Team 1,175,68.63,80,31.37,255,2.09
QLD,171,McPherson,32571,Special Hospital Team 2,166,68.31,77,31.69,243,1.78
QLD,171,McPherson,47747,Special Hospital Team 3,169,68.98,76,31.02,245,2.46
QLD,171,McPherson,12024,Tallai (McPherson),1043,62.05,638,37.95,1681,3.37
QLD,171,McPherson,6100,Tallebudgera,812,60.64,527,39.36,1339,-0.82
QLD,171,McPherson,6079,Tallebudgera Valley,430,63.7,245,36.3,675,0.32
QLD,171,McPherson,6101,Tugun,1395,56.14,1090,43.86,2485,0.47
QLD,171,McPherson,65238,Tweed Heads MCPHERSON PPVC,1312,60.68,850,39.32,2162,4.31
QLD,171,McPherson,58543,Varsity Lakes,745,55.56,596,44.44,1341,-2.78
QLD,171,McPherson,38227,Varsity Lakes Central,1120,55.39,902,44.61,2022,-4.18
QLD,171,McPherson,6066,Varsity Lakes South,848,52.97,753,47.03,1601,-0.13
QLD,171,McPherson,83376,Worongary South (McPherson),63,60,42,40,105,1.52
QLD,172,Moncrieff,6254,Ashmore,1406,60.76,908,39.24,2314,0.57
QLD,172,Moncrieff,12031,Ashmore West,1485,62.34,897,37.66,2382,4.47
QLD,172,Moncrieff,83214,Bellevue Park,504,64.78,274,35.22,778,-2.94
QLD,172,Moncrieff,6258,Benowa,1897,69.64,827,30.36,2724,-0.61
QLD,172,Moncrieff,65489,BLV Moncrieff PPVC,0,0,0,0,0,-33.33
QLD,172,Moncrieff,12061,Broadbeach,1159,59.96,774,40.04,1933,-4.05
QLD,172,Moncrieff,97623,Broadbeach Election Day Only PPVC,0,0,0,0,0,0
QLD,172,Moncrieff,6089,Broadbeach Waters,778,71.18,315,28.82,1093,-2.38
QLD,172,Moncrieff,6076,Bundall,963,70.6,401,29.4,1364,-0.75
QLD,172,Moncrieff,37797,Burleigh Heads (Moncrieff),132,57.64,97,42.36,229,5.64
QLD,172,Moncrieff,58698,Burleigh Heads MONCRIEFF PPVC,1144,65.82,594,34.18,1738,-2.12
QLD,172,Moncrieff,83395,Burleigh North (Moncrieff),172,62.32,104,37.68,276,5.56
QLD,172,Moncrieff,32500,Carrara,1496,69.48,657,30.52,2153,-2.05
QLD,172,Moncrieff,83238,Carrara MONCRIEFF PPVC,4497,67.23,2192,32.77,6689,2.04
QLD,172,Moncrieff,30163,Divisional Office (PREPOLL),0,0,0,0,0,-70.12
QLD,172,Moncrieff,34127,Highland Park,1339,59.91,896,40.09,2235,4.93
QLD,172,Moncrieff,6080,Isle Of Capri,1512,73.79,537,26.21,2049,0.09
QLD,172,Moncrieff,6291,Keebra Park,734,57.61,540,42.39,1274,5.12
QLD,172,Moncrieff,6082,Main Beach,1135,74.87,381,25.13,1516,-0.93
QLD,172,Moncrieff,6083,Mermaid Beach,721,64.15,403,35.85,1124,-0.13
QLD,172,Moncrieff,12060,Mermaid Waters (Moncrieff),700,63.93,395,36.07,1095,2.44
QLD,172,Moncrieff,32573,Mermaid Waters MONCRIEFF PPVC,5961,72.77,2231,27.23,8192,-0.4
QLD,172,Moncrieff,12062,Merrimac (Moncrieff),683,70.41,287,29.59,970,3.02
QLD,172,Moncrieff,6087,Merrimac East (Moncrieff),898,69.56,393,30.44,1291,-0.42
QLD,172,Moncrieff,6088,Miami,690,59.43,471,40.57,1161,-0.67
QLD,172,Moncrieff,6085,Miami West (Moncrieff),1035,64.01,582,35.99,1617,-0.12
QLD,172,Moncrieff,37828,Nerang,303,50.84,293,49.16,596,-4.31
QLD,172,Moncrieff,31728,Nerang East,488,64.13,273,35.87,761,1.01
QLD,172,Moncrieff,6092,Nerang South,1035,56.53,796,43.47,1831,1.27
QLD,172,Moncrieff,32516,Nerang West (Moncrieff),1173,53.83,1006,46.17,2179,1.22
QLD,172,Moncrieff,58825,Robina MONCRIEFF PPVC,1871,70.1,798,29.9,2669,2.27
QLD,172,Moncrieff,83400,Robina North (Moncrieff),72,69.9,31,30.1,103,6.22
QLD,172,Moncrieff,65802,Runaway Bay MONCRIEFF PPVC,544,69.48,239,30.52,783,8.73
QLD,172,Moncrieff,6289,Southport,998,62.1,609,37.9,1607,5.49
QLD,172,Moncrieff,6292,Southport Central,651,54.75,538,45.25,1189,-2.62
QLD,172,Moncrieff,32562,Southport MONCRIEFF PPVC,7410,67.86,3510,32.14,10920,0.15
QLD,172,Moncrieff,6279,Southport North (Moncrieff),773,47.42,857,52.58,1630,-4.28
QLD,172,Moncrieff,97443,Southport West (Moncrieff),259,55.34,209,44.66,468,-3.26
QLD,172,Moncrieff,32564,Special Hospital Team 1,277,78.03,78,21.97,355,3.48
QLD,172,Moncrieff,32565,Special Hospital Team 2,206,70.31,87,29.69,293,-4.25
QLD,172,Moncrieff,32566,Special Hospital Team 3,175,72.61,66,27.39,241,-1.87
QLD,172,Moncrieff,6099,Surfers Paradise,553,57.97,401,42.03,954,2.42
QLD,172,Moncrieff,32563,Surfers Paradise PPVC,1801,70.63,749,29.37,2550,2.98
QLD,172,Moncrieff,12028,Worongary,327,54.14,277,45.86,604,2.03
QLD,173,Moreton,83775,Acacia Ridge,346,39.5,530,60.5,876,12.15
QLD,173,Moreton,5526,Acacia Ridge South,577,35.46,1050,64.54,1627,8.15
QLD,173,Moreton,37838,Annerley,278,37.27,468,62.73,746,-1.75
QLD,173,Moreton,6304,Annerley Junction,330,32.13,697,67.87,1027,0.49
QLD,173,Moreton,65516,BLV Moreton PPVC,0,0,0,0,0,-40.63
QLD,173,Moreton,14229,Brisbane City (Moreton),66,37.71,109,62.29,175,-3.47
QLD,173,Moreton,58693,Brisbane City MORETON PPVC,1110,42.99,1472,57.01,2582,1.05
QLD,173,Moreton,65726,Brisbane MORETON PPVC,324,50.86,313,49.14,637,-0.23
QLD,173,Moreton,6326,Buranda West (Moreton),129,33.59,255,66.41,384,0.79
QLD,173,Moreton,5530,Chelmer,500,58.34,357,41.66,857,1.04
QLD,173,Moreton,5387,Coopers Plains,676,42.14,928,57.86,1604,8.41
QLD,173,Moreton,66003,Coorparoo MORETON PPVC,606,44.53,755,55.47,1361,-9.16
QLD,173,Moreton,5532,Corinda,532,56.06,417,43.94,949,0.9
QLD,173,Moreton,8873,Corinda South,606,46.65,693,53.35,1299,-1.08
QLD,173,Moreton,30164,Divisional Office (PREPOLL),7,50,7,50,14,50
QLD,173,Moreton,31526,Eight Mile Plains (Moreton),206,59.37,141,40.63,347,3.24
QLD,173,Moreton,6312,Fairfield,381,35.81,683,64.19,1064,-3.26
QLD,173,Moreton,5535,Graceville,1062,55.34,857,44.66,1919,-4.19
QLD,173,Moreton,83776,Graceville West,714,69.25,317,30.75,1031,11.11
QLD,173,Moreton,37844,Holland Park West (Moreton),123,50.62,120,49.38,243,2.29
QLD,173,Moreton,6318,Junction Park,415,31.39,907,68.61,1322,-4.34
QLD,173,Moreton,5540,Kuraby (Moreton),680,40.43,1002,59.57,1682,-3.88
QLD,173,Moreton,83777,Kuraby Central,262,48.16,282,51.84,544,2.62
QLD,173,Moreton,5394,Macgregor,541,50.14,538,49.86,1079,1.53
QLD,173,Moreton,5396,Macgregor West,585,49.28,602,50.72,1187,3.34
QLD,173,Moreton,83047,Mansfield MORETON PPVC,1486,59.7,1003,40.3,2489,14.43
QLD,173,Moreton,83778,Moorooka,241,35.23,443,64.77,684,0.52
QLD,173,Moreton,5397,Moorooka East,672,32.23,1413,67.77,2085,-2.5
QLD,173,Moreton,6321,Moorvale,436,37.98,712,62.02,1148,1.09
QLD,173,Moreton,5543,Oxley (Moreton),404,41.52,569,58.48,973,1.13
QLD,173,Moreton,5544,Oxley South (Moreton),141,40.52,207,59.48,348,-1.97
QLD,173,Moreton,5400,Robertson,690,53.74,594,46.26,1284,2.26
QLD,173,Moreton,5547,Rocklea,178,33.58,352,66.42,530,2.71
QLD,173,Moreton,65747,Rocklea MORETON PPVC,4382,52.9,3902,47.1,8284,0.43
QLD,173,Moreton,5403,Runcorn,708,47.29,789,52.71,1497,4.71
QLD,173,Moreton,12012,Runcorn East,589,46.71,672,53.29,1261,7.27
QLD,173,Moreton,5549,Runcorn Heights (Moreton),903,43.75,1161,56.25,2064,6.06
QLD,173,Moreton,5404,Salisbury,868,39.08,1353,60.92,2221,5.69
QLD,173,Moreton,5550,Sherwood,837,47.13,939,52.87,1776,-4.29
QLD,173,Moreton,32696,Special Hospital Team 1,64,59.81,43,40.19,107,6.98
QLD,173,Moreton,32697,Special Hospital Team 2,191,68.21,89,31.79,280,15.08
QLD,173,Moreton,32698,Special Hospital Team 3,61,61.62,38,38.38,99,8.23
QLD,173,Moreton,65128,Special Hospital Team 4,51,54.26,43,45.74,94,1.32
QLD,173,Moreton,5409,Sunnybank,774,51.22,737,48.78,1511,4.09
QLD,173,Moreton,31801,Sunnybank Hills,1739,54.46,1454,45.54,3193,4.19
QLD,173,Moreton,6332,Tarragindi,417,41.33,592,58.67,1009,-3.83
QLD,173,Moreton,6333,Tarragindi East,732,51.05,702,48.95,1434,3.05
QLD,173,Moreton,37850,Upper Mt Gravatt (Moreton),117,40.91,169,59.09,286,1.52
QLD,173,Moreton,5411,Warrigal,1741,54.03,1481,45.97,3222,1.16
QLD,173,Moreton,6336,Wellers Hill,1022,48.44,1088,51.56,2110,-4.21
QLD,173,Moreton,63122,Woodridge MORETON PPVC,741,50.82,717,49.18,1458,1.32
QLD,173,Moreton,6337,Yeronga,772,35.71,1390,64.29,2162,-3.77
QLD,173,Moreton,6338,Yeronga West,959,54.43,803,45.57,1762,-1.47
QLD,174,Oxley,47707,Augustine Heights,1380,55.05,1127,44.95,2507,2.12
QLD,174,Oxley,83435,Augustine Heights Central,236,49.37,242,50.63,478,5.53
QLD,174,Oxley,6370,Bellbird Park,925,35.67,1668,64.33,2593,6.28
QLD,174,Oxley,65501,BLV Oxley PPVC,0,0,0,0,0,0
QLD,174,Oxley,14230,Brisbane City (Oxley),0,0,0,0,0,-39.8
QLD,174,Oxley,97487,Brisbane City OXLEY PPVC,424,43.85,543,56.15,967,-1.7
QLD,174,Oxley,97486,Brisbane OXLEY PPVC,91,40.99,131,59.01,222,-4.75
QLD,174,Oxley,6351,Camira,1174,45.77,1391,54.23,2565,8.03
QLD,174,Oxley,6435,Carole Park,208,27.19,557,72.81,765,2.9
QLD,174,Oxley,65644,Centenary PPVC,4250,58.73,2987,41.27,7237,0.33
QLD,174,Oxley,6354,Collingwood Park (Oxley),351,41,505,59,856,4.33
QLD,174,Oxley,6441,Darra,426,29.52,1017,70.48,1443,3.63
QLD,174,Oxley,30165,Divisional Office (PREPOLL),24,51.06,23,48.94,47,10.74
QLD,174,Oxley,6478,Durack,385,25.67,1115,74.33,1500,5.67
QLD,174,Oxley,31799,Forest Lake,1063,41.47,1500,58.53,2563,1.96
QLD,174,Oxley,83262,Forest Lake Central,77,36.67,133,63.33,210,5.8
QLD,174,Oxley,34191,Forest Lake East,1000,41.7,1398,58.3,2398,1.19
QLD,174,Oxley,47734,Forest Lake PPVC,3270,38.37,5253,61.63,8523,-0.04
QLD,174,Oxley,33102,Forest Lake South,1002,39.76,1518,60.24,2520,0.91
QLD,174,Oxley,6363,Gailes,387,35.7,697,64.3,1084,6.2
QLD,174,Oxley,6365,Goodna,775,22.09,2733,77.91,3508,-5.52
QLD,174,Oxley,6449,Inala,512,24.54,1574,75.46,2086,5.8
QLD,174,Oxley,83265,Inala Central,179,20.86,679,79.14,858,-12.94
QLD,174,Oxley,58725,Ipswich OXLEY PPVC,296,43.72,381,56.28,677,1.11
QLD,174,Oxley,5538,Jamboree Heights,1196,50.06,1193,49.94,2389,-3.82
QLD,174,Oxley,5539,Jindalee,974,51.92,902,48.08,1876,-5.25
QLD,174,Oxley,31488,Jindalee South,621,55.1,506,44.9,1127,-2.02
QLD,174,Oxley,5546,Middle Park,1340,50.24,1327,49.76,2667,-2.24
QLD,174,Oxley,83263,Middle Park East,519,59.11,359,40.89,878,5.89
QLD,174,Oxley,83260,Mount Ommaney,117,47.76,128,52.24,245,-6.11
QLD,174,Oxley,56063,Oxley (Oxley),367,44.27,462,55.73,829,2.05
QLD,174,Oxley,94790,Oxley South (Oxley),302,36.92,516,63.08,818,-5.51
QLD,174,Oxley,5545,Pallara,318,45.04,388,54.96,706,-4.19
QLD,174,Oxley,6382,Redbank,212,37.66,351,62.34,563,6.54
QLD,174,Oxley,46432,Redbank Plains (Oxley),131,34.66,247,65.34,378,4.43
QLD,174,Oxley,65799,Redbank Plains East (Oxley),198,37.36,332,62.64,530,6.24
QLD,174,Oxley,47724,Redbank South,156,38.81,246,61.19,402,1.77
QLD,174,Oxley,6473,Richlands East,340,22.35,1181,77.65,1521,2.56
QLD,174,Oxley,6479,Serviceton South,417,25.09,1245,74.91,1662,4.95
QLD,174,Oxley,5551,Seventeen Mile Rocks,1370,56.92,1037,43.08,2407,0.17
QLD,174,Oxley,32733,Special Hospital Team 1,239,58.58,169,41.42,408,-1.42
QLD,174,Oxley,32734,Special Hospital Team 2,38,56.72,29,43.28,67,-3.89
QLD,174,Oxley,31480,Springfield,819,42.7,1099,57.3,1918,7.05
QLD,174,Oxley,83244,Springfield Central OXLEY PPVC,2488,48.98,2592,51.02,5080,4.97
QLD,174,Oxley,47721,Springfield Lakes (Oxley),1324,42.65,1780,57.35,3104,-0.74
QLD,175,Petrie,12034,Aspley (Petrie),1011,60.21,668,39.79,1679,5.16
QLD,175,Petrie,6398,Aspley East (Petrie),407,52.99,361,47.01,768,-0.03
QLD,175,Petrie,56096,Aspley West (Petrie),160,57.14,120,42.86,280,0.89
QLD,175,Petrie,6401,Bald Hills,1065,54.34,895,45.66,1960,8.02
QLD,175,Petrie,65595,BLV Petrie PPVC,0,0,0,0,0,-31.58
QLD,175,Petrie,6022,Bracken Ridge,745,56.74,568,43.26,1313,9.62
QLD,175,Petrie,6023,Bracken Ridge East,1287,53.56,1116,46.44,2403,7.94
QLD,175,Petrie,6024,Bracken Ridge West,1302,53.23,1144,46.77,2446,6.09
QLD,175,Petrie,31527,Bridgeman Downs (Petrie),1306,72.11,505,27.89,1811,1.3
QLD,175,Petrie,14231,Brisbane City (Petrie),21,44.68,26,55.32,47,0.39
QLD,175,Petrie,97489,Brisbane City PETRIE PPVC,361,49.86,363,50.14,724,-3.26
QLD,175,Petrie,97488,Brisbane PETRIE PPVC,100,61.73,62,38.27,162,8.55
QLD,175,Petrie,31680,Burpengary East (Petrie),411,60.62,267,39.38,678,5.9
QLD,175,Petrie,46550,Chermside PETRIE PPVC,1448,65.34,768,34.66,2216,5.3
QLD,175,Petrie,6407,Clontarf,860,52.47,779,47.53,1639,5.59
QLD,175,Petrie,6408,Clontarf Beach,361,62.78,214,37.22,575,13.47
QLD,175,Petrie,31690,Deception Bay North,898,49.89,902,50.11,1800,12.04
